"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012018";"153063";"UNIVERSIDADE FEDERAL DO PARA";"3";"Concorrência";"24120/2017";"Objeto: CoNSTRUÇÃO DA SEGUNDA ETAPA DO PRÉDIO ADMINISTRATIVO DO INSTITUTO DE CIÊNCIAS DA SAÚDE- ICS, NO CAMPUS DE BELÉM, no Estado do Pá.";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"PA";"BELEM";"18/11/2019";"";"2027115,0900"
"000012018";"158277";"INST.FED.BAIANO/CAMPUS SANTA INES";"2";"Tomada de Preços";"23332000606201826";"Objeto: Contratação de empresa especializada para execução de serviços, incluindo todos os materiais, mão de obra e equipamentos necessários, para reforma e adequações de acessibilidades nos ambientes e edificações existentes no Instituto Federal de Educação, Ciência e Tecnologia Baiano - Campus Santa Inês, mediante regime Empreitada por Preço Unitário, conforme especificações constantes no Projeto Básico.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"BA";"SANTA INES";"20/11/2019";"";"364636,8800"
"000012018";"158283";"IFMA/CAMPUS BURITICUPU";"9999";"Pregão - Registro de Preço";"23249019975201831";"Objeto: Pregão Eletrônico - O presente processo tem por objeto o registro de preços para eventual contratação de pessoa jurídica especializada no fornecimento de refeições (desjejum, lanche da manhã, almoço, lanche da tarde e jantar), incluindo produção, transporte e distribuição para os alunos do PRONERA/BURITICUPU.";"Publicado";"26000";"Ministério da Educação";"26408";"Instituto Federal de Educação, Ciência e T";"MA";"BURITICUPU";"06/11/2019";"24/10/2018";"257040,0000"
"000012018";"250061";"HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO";"9999";"Pregão - Registro de Preço";"33433003917201781";"Objeto: Pregão Eletrônico - Aquisição de Ataduras, Compressas, Fraldas e Luvas.";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"RJ";"RIO DE JANEIRO";"28/11/2019";"25/06/2018";"0,00"
"000012019";"113211";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-CRCN-NE";"5";"Pregão";"01351000356201944";"Objeto: Pregão Eletrônico - Aquisição de equipamentos e contratação de empresa para substituição do sistema de detecção e alarme de incêndio do CRCN-NE.";"Evento de Suspensão Publicado";"24000";"Ministério da Ciência, Tecnologia e Inovaç";"20301";"Comissão Nacional de Energia Nuclear";"PE";"RECIFE";"21/11/2019";"19/11/2019";"103639,8200"
"000012019";"120023";"BASE AEREA DE SALVADOR";"7";"Inexigibilidade de Licitação";"67437039611201915";"Objeto: Prestação de serviços profissionais de atendimento médico/hospitalar aos beneficiários do fundo de saúde de aeronáutica (FUNSA), nas especialidades de anestesiologia.";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"BA";"SALVADOR";"21/11/2019";"";"200000,0000"
"000012019";"120628";"GRUPAMENTO DE APOIO DE BELEM";"2";"Tomada de Preços";"67215026071201914";"Objeto: Execução da obra de Reforma do Terminal de Passageiros do CAN na Ala 9.";"Evento de Alteração Publicad";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"PA";"BELEM";"18/11/2019";"";"654295,2500"
"000012019";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"3";"Concorrência";"67278025487201972";"Objeto: Escolha da proposta mais vantajosa para a contratação de empresa de engenharia especializada para execução de Obra de Readequação da Seção de Subsistência do GAP-CO, localizada na ALA 3.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RS";"CANOAS";"22/11/2019";"";"7330545,0200"
"000012019";"120637";"BASE AEREA DE BOA VISTA";"2";"Tomada de Preços";"67299007212201917";"Objeto: Construção de sistema de coleta de efluentes do hangar de lavagem da Ala 7";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RR";"BOA VISTA";"26/11/2019";"";"78549,6300"
"000012019";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"7";"Inexigibilidade de Licitação";"21000076017201926";"Objeto: Participação no Programa de Ensaios de Proficiência em Classificação Vegetal de 2019 realizado pela Rede Metrológica RS.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"RS";"PORTO ALEGRE";"25/11/2019";"";"2195,0000"
"000012019";"130078";"DISTRITO DE METEOROLOGIA DE CUIABA";"5";"Pregão";"21178.000026/2019";"Objeto: Pregão Eletrônico - Gás Hélio e locação de cilindros para abastecimento da Estação Meteorológica de Radiossondagem do 9º Disme/MT.";"Evento de Alteração Publicad";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"MT";"VARZEA GRANDE";"14/11/2019";"14/11/2019";"0,00"
