"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012019";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"2";"Tomada de Preços";"23076038344201841";"Objeto: Contratação de empresa especializada para execução da obra de ampliação do Departamento de Terapia Ocupacional  Centro de Ciências da Saúde - (CCS) do Campus Recife da UFPE, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Evento de Habilitação Public";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"PE";"RECIFE";"27/12/2022";"";"306378,0400"
"000012022";"110001";"SECRETARIA DE ADMINISTRACAO/PR";"3";"Concorrência";"00059001656202115";"Objeto: Contratação de empresa especializada para execução de obra de reforma da atual edificação do restaurante da Presidência República em Brasília/DF";"Evento de Resultado de Julgame";"20000";"Presidência da República";"20101";"Presidência da República";"DF";"BRASILIA";"22/12/2022";"";"4322455,0900"
"000012022";"110161";"SUPERINTENDENCIA REG. DE ADMIN. DA 1ª REGIAO";"7";"Inexigibilidade de Licitação";"00405027183202271";"Objeto: Contratação de serviço de fornecimento com acesso on-line de assinatura para 10 Normas Técnicas Brasileiras ABNT (NBR) e MERCOSUL (AMN) conforme PB e proposta.";"Publicado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"DF";"BRASILIA";"06/12/2022";"";"718,0000"
"000012022";"114615";"SUPERINTENDENCIA ESTADUAL DO IBGE EM ALAGOAS";"7";"Inexigibilidade de Licitação";"20828000328202290";"Objeto: Contratação de prestação de serviço de abastecimento de água e esgotamento sanitário oferecido pela concessionária Águas do Sertão, CNPJ: 45.456.117/0001-12  conforme Contrato de Concessão nos Municípios do Bloco B em Alagoas, para atender as necessidades das agências do IBGE localizadas nos municípios de Delmiro Gouveia, Palmeira dos Índios, Penedo e São Miguel dos Campos.";"Encerrado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"AL";"MACEIO";"14/12/2022";"";"5905,9400"
"000012022";"120060";"ACADEMIA DA FORCA AEREA";"3";"Concorrência";"67510013413202299";"Objeto: Contratação de RECUPERAÇÃO DAS PISTAS DE POUSO DO SETOR W (02L-20R E 02C-20C), conforme condições, quantidades e exigências estabelecidas neste instrumento e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"SP";"PIRASSUNUNGA";"05/12/2022";"";"20799000,0000"
"000012022";"120624";"BASE AEREA DE ANAPOLIS";"3";"Concorrência";"67122000546202279";"Objeto: Contratação de empresa de engenharia especializada para a execução da OBRA - Tipo REFORMA de Modernização e Ampliação do Sistema de Captação e Tratamento de Água da Base Aérea de Anápolis, localizada na cidade Anápolis-GO, no que se refere ao fornecimento dos materiais e à execução dos serviços de construção e instalações em geral, serviços preliminares, construção, infraestrutura e demais serviços.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"GO";"ANAPOLIS";"27/12/2022";"";"4510013,7800"
"000012022";"130070";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/PR";"5";"Pregão";"21034004915202291";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para prestação de serviços de Auxiliar de Serviços Gerais (CBO 5143-20), com disponibilização de mão de obra em regime de dedicação exclusiva, incluindo fornecimento de materiais, equipamentos e ferramentas. Serviços a serem executados no âmbito da Superintendência Federal de Agricultura, Pecuária e Abastecimento no Paraná - SFA-PR/MAPA e Unidades Descentralizadas";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"PR";"CURITIBA";"30/12/2022";"19/12/2022";"171397,8000"
"000012022";"135027";"EMBRAPA/CNPTIA";"7";"Inexigibilidade de Licitação";"21184.002243/2022";"Objeto: Contratação de curso presencial para gestores e empregados indicados pela Unidade, de nível tático e operacional da Embrapa Agricultura Digital, para desenvolver competências e habilidades gerenciais relacionadas à gestão, estratégia e liderança.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"SP";"CAMPINAS";"29/12/2022";"";"200200,0000"
"000012022";"135209";"CONAB SEDE SUREG MATO GROSSO";"5";"Pregão";"21447001215202110";"Objeto: Pregão Eletrônico - Seleção da proposta mais vantajosa para a contratação de prestação de serviços de Engenharia de Segurança, Medicina do Trabalho e Saúde Ocupacional no âmbito da CONAB/SUREG-MT e Unidades Armazenadoras de Sorriso e Rondonópolis, de modo a elaborar, cumprir, atualizar, coordenar e executar os programas de segurança do trabalho e outros serviços, de acordo com as Normas Regulamentadoras do Ministério do Trabalho e Emprego (MTE) e legislações pertinentes,";"Evento de Resultado de Julgame";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"MT";"VARZEA GRANDE";"15/12/2022";"22/11/2022";"88782,4600"
"000012022";"135315";"CONAB SEDE SUREG RIO GRANDE DO SUL";"6";"Dispensa de Licitação";"21453000413202250";"Objeto: Aquisição de material elétrico: Lâmpadas Led, Tomadas elétrica e réguas elétricas. O produto deverá possuir certificado de fabricação de acordo com a NBR específica, o produto deverá possuir selo do INMETRO.";"Encerrado";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"RS";"PORTO ALEGRE";"07/12/2022";"23/11/2022";"6064,0000"
