"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012017";"170018";"SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"3";"Concorrência";"10166724479201791";"Objeto: A presente licitação tem por objeto deferir a permissão para prestação dos serviços públicos de movimentação e armazenagem de mercadorias, pelo prazo de vinte e cinco anos, em Porto Seco, para carga geral, a granel e frigorificada, consoante o Item 5, do Anexo IX, a ser instalado no Município de Anápolis/GO, doravante denominado Porto Seco para os fins deste edital.";"Evento de Resultado de Julgame";"25000";"Ministério da Fazenda";"25000";"Ministério da Fazenda - Unidades com víncul";"DF";"BRASILIA";"04/06/2020";"";"48649029,0000"
"000012019";"158442";"INST. FED. BAIANO - CAMPUS GUANAMBI";"2";"Tomada de Preços";"23330001268201941";"Objeto: Contratação de empresa especializada em serviços de engenharia e arquitetura para execução do Projeto de Ampliação e Reforma do Refeitório do IF Baiano  Campus Guanambi, conforme anexos.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"BA";"GUANAMBI";"19/06/2020";"";"719730,0000"
"000012019";"160191";"CENTRO PREPARACAO OFICIAIS RESERVA/RECIFE";"9999";"Pregão - Registro de Preço";"64215003265201945";"Objeto: Pregão Eletrônico - Eventual aquisição de material permanente - GCALC - 7ªRM";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PE";"RECIFE";"16/06/2020";"14/08/2019";"322427,2800"
"000012019";"160437";"8 REGIMENTO DE CAVALARIA MECANIZADO";"7";"Inexigibilidade de Licitação";"64678002215201901";"Objeto: Contratação de empresa especializada em serviços bancários a ser realizado para militares do 8¿ R C Mec. Cessão de uso de área destinada a 01(um) terminal de autoatendimento bancário do Banco do Brasil.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RS";"URUGUAIANA";"01/06/2020";"";"5484,0000"
"000012019";"160491";"COMISSAO REGIONAL DE OBRAS/2";"2";"Tomada de Preços";"64326001075201936";"Objeto: Obra DE CONSTRUÇÃO DO CORPO DA GUARDA DA 1ª BRIGADA DE ARTILHARIA ANTIAÉREA (1ª BDA AAAE), COM CONTRATAÇÃO DE PROJETOS EXECUTIVOS, SITUADO NA RUA HORÁCIO GUEDES BARREIROS, S/N, JD GUAIUBA, GUARUJÁ/SP";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SP";"SAO PAULO";"09/06/2020";"";"1969931,2100"
"000012019";"275078";"CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC";"5";"Pregão";"1042/2018";"Objeto: Pregão Eletrônico - Prestação de serviços continuados de portaria e recepção, sem fornecimento de material de consumo, para atuarem nas passagens de nível, estações e prédio da administração central na CBTU/STU-MAC (com mão de obra exclusiva.";"Evento de Adiamento Publicado";"56000";"Ministério das Cidades";"29214";"Companhia Brasileira de Trens Urbanos";"AL";"MACEIO";"16/06/2020";"11/02/2020";"1064600,0000"
"000012019";"510580";"GERENCIA EXECUTIVA MANAUS";"7";"Inexigibilidade de Licitação";"35011000485201913";"Objeto: Contratação da Empresa Brasileira de Correios e Telégrafos, CNPJ 34.028.316/0020-76, para prestação de serviços postais de entrega de correspondências para as Gerências Executivas do INSS em Manaus e Tefé/AM.";"Publicado";"33000";"Ministério da Previdência Social";"37202";"Instituto Nacional do Seguro Social";"AM";"MANAUS";"08/06/2020";"";"943531,8000"
"000012019";"783340";"CAPITANIA DOS PORTOS DE PERNAMBUCO";"7";"Inexigibilidade de Licitação";"63038002212201851";"Objeto: Contratação da Empresa Brasileira de Correios e Telégrafos para a prestação de serviços e venda de produtos para as postagens diversas referentes ao expedientes administrativos da Capitania dos Portos de Pernambuco";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"PE";"RECIFE";"03/06/2020";"";"17600,0000"
"000012019";"791000";"COMANDO-EM-CHEFE DA ESQUADRA";"3";"Concorrência";"62084003216201910";"Objeto: Contratação de obra para a construção do Prédio de Alojamentos e Áreas de Convivência da Unidade Médica da Esquadra (UMEsq), situado na Ilha de Mocanguê, s/ nº, Ponta da Areia Niterói  RJ";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RJ";"NITEROI";"10/06/2020";"";"1975251,9400"
"000012020";"925137";"BANCO CENTRAL DO BRASIL - SALVADOR";"6";"Dispensa de Licitação";"170665";"Objeto: Aquisição de dois datalogger termohigrômetro digital, faixa de temperatura de 0¿ a 50¿C, com capacidade mínima para 8000 medições com intervalo de 15 minutos a 24h, com precisão mínima de + ou - 1,5¿C.";"Encerrado";"20101";"Sem informação";"25201";"BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL";"-3";"Inválido";"05/06/2020";"06/02/2020";"830,0000"
