"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012019";"344002";"FUNDACAO JOAQUIM NABUCO";"20";"Concurso";"0235/2019-30";"Objeto: A Fundação Joaquim Nabuco (Fundaj), Fundação Pública Federal, vinculada ao Ministério da Educação, regida pelo seu estatuto aprovado pelo Decreto nº 8.994, de 1º de março de 2017, com sede na Avenida Dezessete de Agosto, 2187, Casa Forte, CEP: 52061-540, Recife  PE, torna pública a segunda edição do Prêmio Geneton de Moraes Neto de Jornalismo, conforme o processo de nº 0235/2019-30. O Prêmio é destinado a selecionar e premiar as seis melhores matérias jornalísticas, veiculadas no Brasil em 2018, visando";"Publicado";"26000";"Ministério da Educação";"26292";"Fundação Joaquim Nabuco";"PE";"RECIFE";"09/12/2021";"";"100000,0000"
"000012020";"753000";"INSTITUTO DE EST. DO MAR ALTE PAULO MOREIRA";"3";"Concorrência";"63432000786202057";"Objeto: Contratação de empresa especializada para a construção de prédio visando atender as atividades de cocção e refeição no Instituto de Estudos do Mar Almirante Paulo Moreira (IEAPM).";"Evento de Alteração Publicad";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RJ";"ARRAIAL DO CABO";"20/12/2021";"";"10576119,2800"
"000012021";"927871";"CONSELHO REGIONAL DE BIOMEDICINA 6A - PR";"5";"Pregão";"003/2021";"Objeto: Pregão Eletrônico - Solução de pagamentos por meio eletrônico e operações por plataforma e-commerce, que seja responsável pelo fornecimento de solução tecnológica, terminais e pela coleta, captura, processamento e liquidação das transações financeiras nos recebimentos de cartão de crédito e débito";"Divulgado";"38000";"Sem informação";"38970";"CONSELHO REGIONAL DE BIOMEDICINA 6ª - PR";"-3";"Inválido";"27/12/2021";"21/12/2021";"414,4000"
"000012021";"926191";"CONSELHO REG. DE ARQUITETURA E URBANISMO - MT";"6";"Dispensa de Licitação";"1438954/2021";"Objeto: Máscara Descartável Uso Geral Material: TNT (Tecido Não Tecido) Tipo Fixação: Tripla Com Tiras E Clipe Nasal Características Adicionais: Hipoalergênica, COR: PRETA OU BRANCA";"Encerrado";"38957";"CONSELHO REG. DE ARQUITETURA E URBANISMO - MT";"38957";"CONSELHO REG. DE ARQUITETURA E URBANISMO - MT";"-3";"Inválido";"23/12/2021";"17/12/2021";"120,0000"
"000012021";"110099";"SUPERINTENDENCIA REG. DE ADMIN. DA 3ª REGIAO";"7";"Inexigibilidade de Licitação";"00589001437202130";"Objeto: Mudança com desativação, ativação e configuração da central telefônica das Unidades PSF e PSU de Presidente Prudente, tendo em vista a mudança das Unidades para o endereço Av. Washington Luiz, nº 2728, Jardim Paulista, CEP: 19023-450, Presidente Prudente  SP.";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"SP";"SAO PAULO";"30/12/2021";"";"5861,2400"
"000012021";"110591";"FUNDO NACIONAL DE AVIACAO CIVIL";"7";"Inexigibilidade de Licitação";"50000028940202093";"Objeto: Contratação da Empresa Brasileira de Infraestrutura Aeroportuária  Infraero, para disponibilização de cursos, conforme condições, quantidades e exigências estabelecidas no Termo de Referência/Projeto Básico 5, SEI(5034193).";"Publicado";"68000";"Ministério de Portos e Aeroportos";"62901";"Fundo Nacional de Aviação Civil";"DF";"BRASILIA";"30/12/2021";"";"2975680,0000"
"000012021";"114617";"SUPERINTENDENCIA ESTADUAL DO IBGE NA BAHIA";"7";"Inexigibilidade de Licitação";"208817772102";"Objeto: Prestação de serviço público de transporte urbano no âmbito do município de Salvador, através do fornecimento de vales-transportes, com vistas à realização das atividades de pesquisa da Unidade Estadual do IBGE na Bahia, incluindo o Censo Demográfico 2022, durante o exercício de 2022.";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"BA";"SALVADOR";"09/12/2021";"";"98032,0000"
"000012021";"114619";"SUPERINTENDENCIA ESTADUAL DO IBGE NO ES";"7";"Inexigibilidade de Licitação";"20699.157/21-04";"Objeto: Aquisição de passagens para transporte rodoviário urbano intermunicipal de passageiros na Região Metropolitana da Grande Vitória, para os servidores da Unidade Estadual do IBGE-ES e das Agências da Serra, Cariacica, Vila Velha e Vitória, no exercício de 2022.";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"ES";"VITORIA";"17/12/2021";"";"39240,0000"
"000012021";"120023";"BASE AEREA DE SALVADOR";"2";"Tomada de Preços";"67224.004819/2021";"Objeto: Contratação de Serviço de Reparo de Muro de Arrimo, visando recuperar área degradada por erosão, no Centro Militar de Hospedagem e Convenções da Aeronáutica (CEMCOHA)de Salvador/Ba.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"BA";"SALVADOR";"23/12/2021";"";"119668,6200"
"000012021";"120637";"BASE AEREA DE BOA VISTA";"2";"Tomada de Preços";"67291001334202186";"Objeto: Confecção E INSTALAÇÃO DE UM SISTEMA DE PROTEÇÃO DE DESCARGA ATMOSFÉRICA NOS PAIÓIS DA ALA-7";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RR";"BOA VISTA";"30/12/2021";"";"449978,9200"
"000012021";"130018";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/TO";"5";"Pregão";"21056001141202115";"Objeto: Pregão Eletrônico - Contratação de empresa especializada na prestação de serviços de vigilância armada ostensiva, de forma contínua, com disponibilização de mão de obra em regime de dedicação exclusiva, materiais e equipamentos necessários ao desempenho das atividades para suprir as necessidades da Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Tocantins - SFA/TO.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"TO";"PALMAS";"31/12/2021";"30/12/2021";"238539,8400"
"000012021";"130018";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/TO";"6";"Dispensa de Licitação";"21056.001281/2021";"Objeto: Contratação de serviços especializados para montagem de 5 currais de madeira, medindo 6m x 6m, com fornecimento de madeira e mão de obras inclusas.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"TO";"PALMAS";"27/12/2021";"";"15000,0000"
"000012021";"130062";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/MS";"6";"Dispensa de Licitação";"21026,,5105202170";"Objeto: Aquisição de café pacote 500g, açúcar pacote 2 Kg, copo 180ml e copo 50 ml.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"MS";"CAMPO GRANDE";"01/12/2021";"16/11/2021";"3144,5500"
"000012021";"130090";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/AM";"5";"Pregão";"21010.000104/2020";"Objeto: Pregão Eletrônico - Contratação de empresa para prestação de serviços continuados de Limpeza e Conservação, copeiragem e manutenção predial, com locação de mão de obra, fornecimento de equipamentos e materiais, sendo este último para os serviços de Limpeza e Copeiragem, para atendimento das necessidades da Sede da Superintendência Federal de Agricultura no Amazonas e Unidade de Fiscalização no Aeroporto Internacional de Manaus.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"AM";"MANAUS";"03/12/2021";"12/11/2021";"377241,6000"
