"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012020";"158159";"INST.FED. DO AMAPA -CAMPUS MACAPA";"9999";"Pregão - Registro de Preço";"000447.2020-71";"Objeto: Pregão Eletrônico - Registro de preços para escolha da proposta mais vantajosa para MATERIAIS DE CONSUMO, INSUMOS, APARELHOS E EQUIPAMENTOS PARA OS LABORATÓRIOS DE ALIMENTOS, MINERAÇÃO, EDIFICAÇÕES E QUÍMICA E OUTROS SETORES, do Instituto Federal de Educação, Ciência e Tecnologia do Amapá  Campus Macapá, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"26000";"Ministério da Educação";"26426";"Instituto Federal de Educação, Ciência e T";"AP";"MACAPA";"19/10/2021";"07/12/2020";"180,0000"
"000012021";"927706";"CONSELHO REG. DOS TECNICOS INDUSTRIAIS - RN";"5";"Pregão";"001";"Objeto: Pregão Eletrônico - Aquisição de veiculo novo para atender as necessidades do Conselho Regional dos Técnicos Industriais do RN";"Divulgado";"38960";"CONSELHO REG. DOS TECNICOS INDUSTRIAIS - RN";"38960";"CONSELHO REG. DOS TECNICOS INDUSTRIAIS - RN";"-3";"Inválido";"15/10/2021";"07/05/2021";"0,00"
"000012021";"928522";"CONSELHO REGIONAL DE CONTABILIDADE - AP";"5";"Pregão";"2021/000027";"Objeto: Pregão Eletrônico - Contratação de empresa especializada na administração, gerenciamento e fornecimento de documentos de legitimação (cartão eletrônico-magnético com chip de segurança, em PVC) para concessão pelo CRCAP do auxílio vale alimentação aos seus funcionários, visando à aquisição de gêneros alimentícios in natura em estabelecimentos credenciados, na forma definida pela legislação do Ministério de Trabalho que regulamenta o Programa de Alimentação do Trabalhador (PAT";"Divulgado";"38500";"CONSELHO FEDERAL DE CONTABILIDADE";"38807";"CONSELHO REGIONAL DE CONTABILIDADE - AP";"-3";"Inválido";"08/10/2021";"08/10/2021";"0,00"
"000012021";"110156";"ESCOLA SUPERIOR AGU MINIST. VICTOR NUNES LEAL";"6";"Dispensa de Licitação";"00424140386202143";"Objeto: Fornecimento de 01 (uma) vaga no curso 'ENAJUS 2021 - Encontro de Administração da Justiça', na modalidade presencial, em Lisboa/ Portugal, com carga horária total de 22 horas, que ocorrerá no período de 25 a 27 de outubro de 2021.";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"DF";"BRASILIA";"19/10/2021";"";"200,0000"
"000012021";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"7";"Inexigibilidade de Licitação";"00034004321201823";"Objeto: Contratação da empresa ORACLE DO BRASIL SISTEMAS LTDA, para prestar os serviços de suporte técnico e atualização de produtos Oracle para sistema operacional linux.";"Publicado";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"DF";"BRASILIA";"22/10/2021";"";"912597,7200"
"000012021";"110322";"GABINETE DE SEGURANCA INSTITUCIONAL/PR";"7";"Inexigibilidade de Licitação";"00184000016202144";"Objeto: Contratação de empresa para prestação de serviço especializado de suporte técnico e de manutenção do software Gestão Estratégica conforme Projeto Básico nº 2809637/2021/CREDEN/SADSN (SEI 2809637).";"Encerrado";"20000";"Presidência da República";"20101";"Presidência da República";"DF";"BRASILIA";"18/10/2021";"";"27908,4000"
"000012021";"114603";"SUPERINTENDENCIA ESTADUAL DO IBGE NO AC";"9999";"Pregão - Registro de Preço";"23118.184/2019-84";"Objeto: Pregão Eletrônico - Aquisição de Materiais Permanentes para atividades do IBGE/AC e suas agências";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"AC";"RIO BRANCO";"27/10/2021";"25/03/2021";"788,5000"
"000012021";"114605";"SUPERINTENDENCIA ESTADUAL EM RORAIMA-SES-RR";"6";"Dispensa de Licitação";"68588.10/2021-78";"Objeto: Aquisição de adesivos para identificação dos veículos oficiais do IBGE em Roraima., conforme condições, quantidades, exigências e estimativas, estabelecidas neste termo de referência.";"Encerrado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"RR";"BOA VISTA";"14/10/2021";"";"430,2000"
"000012021";"114622";"SUPERINTENDENCIA ESTADUAL IBGE EM SAO PAULO";"9999";"Pregão - Registro de Preço";"21309000461202112";"Objeto: Pregão Eletrônico - Trata o presente processo de aquisição de material de consumo de proteção individual e coletiva, visando combater a COVID-19 no ambiente de trabalho";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"SP";"SAO PAULO";"04/10/2021";"23/09/2021";"0,00"
"000012021";"120638";"BASE AEREA DE CAMPO GRANDE";"2";"Tomada de Preços";"67261004430202133";"Objeto: Contratação de empresa especializada para execução do serviço de remoção dos tanques de combustível subterrâneos da Seção de Transporte da Base Aérea de Campo Grande (BACG)";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"MS";"CAMPO GRANDE";"28/10/2021";"";"0,00"
