"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012018";"160315";"CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SAO JOAO";"9999";"Pregão - Registro de Preço";"64484000028201882";"Objeto: Pregão Eletrônico - Aquisição de materiais esportivos, equipamentos e materiais diversos.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"11/08/2020";"19/09/2019";"0,00"
"000012019";"120631";"BASE AEREA DE NATAL";"2";"Tomada de Preços";"671200155712019";"Objeto: Contratação de empresa de engenharia especializada para realizar a obra de Implementação do Sistema de Proteção Contra Descargas Atmosféricas (SPDA) aplicável às Edificações estruturas operacionais do CLBI - 2a fase, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RN";"PARNAMIRIM";"12/08/2020";"";"1650481,3400"
"000012019";"154839";"CPST FED RN / CAMPUS CANGUARETAMA";"9999";"Pregão - Registro de Preço";"23517000201201919";"Objeto: Pregão Eletrônico - Contratação de serviços de manutenção preventiva, corretiva e preditiva (mecânica e elétrica) em elevadores e plataformas elevatórias, com o fornecimento de peças de reposição, novas e originais, utilizando-se para estas o preço de mercado, inclusive com desconto a ser fixado contratualmente resultante da licitação, não inferior a 3% (três por cento), para os equipamentos dos campi do IFRN, conforme condições, quantidades e exigências estabelecidas no instrumento e seus anexos";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"RN";"CANGUARETAMA";"10/08/2020";"09/06/2020";"263631,0000"
"000012019";"158199";"CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG";"2";"Tomada de Preços";"23096010134201931";"Objeto: Contratação de empresa especializada em engenharia civil para a execução da Obra de Reforma e Ampliação na Fazenda Nupeárido  Campus de Patos-PB.";"Evento de Habilitação Public";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"PB";"PATOS";"07/08/2020";"";"356769,6400"
"000012019";"158385";"INST.FED. FLUMINENSE/CAMPUS ITAPERUNA";"5";"Pregão";"23322000493201969";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação sob demanda de serviços de instalação, realocação e manutenção preventiva e corretiva de equipamentos de ar-condicionado tipo split com e sem tecnologia inverter e tipo janela, bem como a substituição de peças, componentes e acessórios, com fornecimento pela Contratada.";"Publicado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e T";"RJ";"ITAPERUNA";"04/08/2020";"26/05/2020";"539950,0000"
"000012019";"158509";"INST.FED.DO PARA/CAMPUS CONCEIC. DO ARAGUAIA";"9999";"Pregão - Registro de Preço";"23051011613201991";"Objeto: Pregão Eletrônico - O objeto da presente licitação é o registro de preços para aquisição de material de consumo, vidrarias e reagentes, para o departamento de laboratórios, visando atender às necessidades a demanda de atividades inerentes as ações de ensino e pesquisa, do IFPA Campus Conceição do Araguaia no ano letivo de 2019 e 2020, conforme condições, quantidades, exigências e estimativas estabelecidas neste Edital e seus anexos";"Evento de Adiamento Publicado";"26000";"Ministério da Educação";"26416";"Instituto Federal de Educação, Ciência e T";"PA";"CONCEICAO DO ARAGUAIA";"05/08/2020";"14/07/2020";"625,5000"
"000012019";"160062";"CENTRO DE INTELIGENCIA DO EXERCITO";"1";"Convite";"64211001990201919";"Informação protegida por sigilo nos termos da legislação vigente";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"DF";"BRASILIA";"13/08/2020";"";"116596,1900"
"000012019";"160127";"4 GRUPO DE ARTILHARIA ANTIAEREA";"9999";"Pregão - Registro de Preço";"64540.007603/2019";"Objeto: Pregão Eletrônico - Registro de preços para aquisição de material de copa e cozinha (PASA).";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MG";"SETE LAGOAS";"13/08/2020";"08/06/2020";"2203,2000"
"000012019";"160203";"2º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"2";"Tomada de Preços";"64040000094201941";"Objeto: Contratação de empresa especializada para realizar obras de engenharia para adequação/recuperação das instalações físicas de próprios Nacional Residencial (PNR), abrangendo, entre outros, serviço de demolição, telhado, instalação hidráulicas, instalações sanitárias, instalações elétricas e pintura, conforme especificações no edital e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PI";"TERESINA";"24/08/2020";"";"165669,4600"
"000012019";"791000";"COMANDO-EM-CHEFE DA ESQUADRA";"2";"Tomada de Preços";"62084003475201941";"Objeto: Contratação de obras civis para reforma e ampliação da Capela.";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RJ";"NITEROI";"19/08/2020";"";"210147,9400"
