"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012017";"160185";"14 BATALHAO LOGISTICO";"9999";"Pregão - Registro de Preço";"64132000808201721";"Objeto: Pregão Eletrônico - Registro de preços para aquisição de Material Hidráulico.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PE";"RECIFE";"01/06/2022";"14/07/2017";"75888,0000"
"000012019";"160185";"14 BATALHAO LOGISTICO";"9999";"Pregão - Registro de Preço";"64132000016201918";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para prestação de serviços para manutenção das instalações do 14º Batalhão Logístico.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PE";"RECIFE";"22/06/2022";"20/05/2019";"2780,0000"
"000012021";"120060";"ACADEMIA DA FORCA AEREA";"2";"Tomada de Preços";"67510007060202115";"Objeto: O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de Empresa Especializada em laboração de projeto executivo estrutural, de instalações elétricas e instalações do sistema de proteção contra descargas atmosféricas, e execução da obra de cobertura da guarda do portão da ZONA E da Academia da Força Aérea, em Pirassununga-SP, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"SP";"PIRASSUNUNGA";"24/06/2022";"";"338519,3500"
"000012021";"160110";"COLEGIO MILITAR DE JUIZ DE FORA";"9999";"Pregão - Registro de Preço";"64254005896202076";"Objeto: Pregão Eletrônico - Aquisição de material para manutenção de piscinas e afins e material esportivo em geral";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MG";"JUIZ DE FORA";"21/06/2022";"09/05/2022";"615,7200"
"000012021";"160295";"CMDO GRUPAMENTO UNID.ESCOLA/9ª BDA INF MTZ";"9999";"Pregão - Registro de Preço";"64303001968202164";"Objeto: Pregão Eletrônico - Aquisição de material para operação de Garantia de Lei e da Ordem para as Organizações Militares sediadas no Quartel do Comando do Grupamento de Unidades Escola - 9ª Brigada de Infantaria Motorizada e demais Organizações Militares da Brigada que aderirem ao processo.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"08/06/2022";"11/04/2022";"1132,8000"
"000012021";"160329";"BATALHAO CENTRAL DE MANUTENCAO E SUPRIMENTO";"1";"Convite";"64619004321202131";"Objeto: Contratação de empresa para execução de serviço de engenharia para reforço estrutural no interior do galpão de pintura do Batalhão Central de Manutenção e Suprimento.";"Evento de Revogação Publicad";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"28/06/2022";"";"114799,5600"
"000012021";"740015";"BASE NAVAL DA ILHA DAS COBRAS";"2";"Tomada de Preços";"63031000406202188";"Objeto: O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de empresa para a execução de obra para readequação das instalações do 2º pavimento e alojamentos do Edifício 17A da Base Naval da Ilha das Cobras, situado no Arsenal de Marinha do Rio de Janeiro, Rua Técnico Aryzinho, S/N, Centro, Rio de Janeiro, RJ, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Divulgado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RJ";"RIO DE JANEIRO";"03/06/2022";"";"1454456,6300"
"000012022";"926137";"GER. DE CENTRO DE SER.COMP.ESCRITÓRIOCENTRAL";"5";"Pregão";"PE.CSAQ.G.01.2022";"Objeto: Pregão Eletrônico - Contratação de pessoa jurídica para a prestação de serviços de condução de veículos e equipamentos nas Usinas Hidrelétricas e Empreendimentos Hidrelétricos, Subestações, Estações de Telecomunicação, e nas unidades localizadas no âmbito de atuação da Divisão de Gestão de Frotas e Viagens (CSFV.G) nos Estados de Minas Gerais e São Paulo.";"Evento de Revogação Divulgad";"20101";"Sem informação";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"-3";"Inválido";"08/06/2022";"15/03/2022";"9849000,0000"
"000012022";"110792";"DIRETORIA DE LOGISTICA E GESTAO DOCUMENTAL";"6";"Dispensa de Licitação";"00676001020202279";"Objeto: Aquisição de certificado digital para sites e servidores (equipamentos) que  irão atender os sistemas que compõem o domínio *.agu.gov.br do tipo Wildcard com certificação internacional tipo GeoTrus";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"DF";"BRASILIA";"20/06/2022";"";"1299,0000"
"000012022";"110794";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"3";"Concorrência";"60215001150202261";"Objeto: Reforma da Futura Base da Força Tarefa Logística Humanitária / Operação Acolhida, em Boa Vista - RR";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo";"RR";"BOA VISTA";"17/06/2022";"";"8951507,6500"
