"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012018";"150002";"SUBSECRETARIA DE GESTAO ADMINISTRATIVA/MEC";"3";"Concorrência";"23123000645201899";"Objeto: Contratação de serviços de publicidade prestados por intermédio de agência de propaganda, compreendendo o conjunto de atividades realizadas integradamente que tenham por objetivo o estudo, o planejamento, a conceituação, a concepção, a criação, a execução interna, a intermediação e supervisão da execução externa e a distribuição de ações publicitárias junto a públicos de interesse.";"Publicado";"26000";"Ministério da Educação";"26000";"Ministério da Educação - Unidades com vín";"DF";"BRASILIA";"04/07/2019";"";"26000000,0000"
"000012018";"160046";"COLEGIO MILITAR DE FORTALEZA";"2";"Tomada de Preços";"64253006851201818";"Objeto: Contratação de empresa especializada na execução de serviço de engenharia  reforma do 1º Pavimento da Companhia de Comando e Serviço do Colégio Militar de Fortaleza, realizando melhorias nas: instalações elétricas, águas pluviais e combate a incêndio, substituição da cobertura, demolição dos cobogós e instalação de esquadrias de madeira e pintura interna (1º pavimento) e externa (fachada)";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CE";"FORTALEZA";"30/07/2019";"";"427065,2600"
"000012018";"160158";"COMANDO 13 BDA DE INFANTARIA MOTORIZADA";"3";"Concorrência";"64310.010546/2018";"Objeto: Concorrência, do tipo maior oferta, sob forma de arrendamento para exploração agrícola. Parcela do imóvel MT 09-0228, constituído por terreno, situado na BR 163, Bairro Eunice Gleba Celeste (Altos da Glória), no Município de Sinop, Estado de Mato Grosso, sob a responsabilidade administrativa da 13ª Brigada de Infantaria Motorizada, que assim se descreve e confronta: torna-se como ponto inicial o marco M1 localizado no cruzamento da BR 163 com a Estrada Ângela; partindo do marco M1 com rumo magnético 80º";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MT";"CUIABA";"30/07/2019";"";"82033,0800"
"000012018";"160296";"BASE ADM DA BRIGADA DE INFANTARIA PQDT";"3";"Concorrência";"64298017362201895";"Objeto: Adequação das instalações do rancho do CIP.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"11/07/2019";"";"2569864,2600"
"000012018";"160382";"1º CENTRO DE GEOINFORMACAO";"9999";"Pregão - Registro de Preço";"64490004856201808";"Objeto: Pregão Eletrônico - Registro de preços para eventual contratação de serviços comuns de instalação, manutenção e conservação em bens imóveis em proveito do 1º Centro de Geoinformação e demais Órgãos Participantes do Programa de Racionalização de Aquisições da Área de Porto Alegre (PRORAPA), conforme condições, quantidades e exigências estabelecidas no edital e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RS";"PORTO ALEGRE";"25/07/2019";"18/06/2019";"587274,4000"
"000012018";"160388";"3 REGIMENTO DE CAVALARIA DE GUARDA";"9999";"Pregão - Registro de Preço";"80906000006452018";"Objeto: Pregão Eletrônico - Eventual aquisição de forragem para equinos, sal e maravalha em proveito dos quarteis da guarnição de Porto Alegre e outras unidades (Somente serão aceitos as unidades que participaram da IRP original 01/2018 e com as mesmas quantidades).";"Evento de Alteração Publicad";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RS";"PORTO ALEGRE";"24/07/2019";"04/06/2019";"1134716,8000"
"000012018";"160463";"2º BATALHAO LOGISTICO";"9999";"Pregão - Registro de Preço";"64141001593201837";"Objeto: Pregão Eletrônico - Aquisição de equipamentos específicos para abastecimento e filtragem de combustíveis e redução de contaminantes, com montagem e instalação pelo próprio vendedor.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SP";"CAMPINAS";"10/07/2019";"21/05/2019";"74900,0000"
"000012018";"160484";"2 BATALHAO DE POLICIA DO EXERCITO";"9999";"Pregão - Registro de Preço";"80811000237201812";"Objeto: Pregão Eletrônico - Obtenção da melhor proposta para cessão de uso de imóvel para atividade de apoio (cantina), para o 2º Batalhão de Polícia do Exército.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SP";"OSASCO";"01/07/2019";"01/07/2019";"6,4500"
"000012018";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"2";"Tomada de Preços";"64496003796201848";"Objeto: Escolha da proposta mais vantajosa para a contratação de empresa especializada para realizar reparação em banheiros no Hotel de Trânsito da Escola de Aperfeiçoamento de Sargentos das Armas (EASA), mediante o regime empreitada por preço unitário, conforme especificações constantes em Projeto Básico.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RS";"CRUZ ALTA";"25/07/2019";"";"93149,6000"
"000012018";"170103";"DELEGACIA DA RFB EM VITORIA";"7";"Inexigibilidade de Licitação";"15595720084201863";"Objeto: Contratação da empresa Companhia Espírito Santense de Saneamento CESAN para prestação do serviço público essencial de abastecimento de água tratada e esgotamento sanitário para a unidade consumidora Edifício Sede da Receita Federal do Brasil em Vitória/ES e da Procuradoria da Fazenda Nacional no Estado do Espírito Santo.";"Publicado";"25000";"Ministério da Fazenda";"25000";"Ministério da Fazenda - Unidades com víncul";"ES";"VITORIA";"16/07/2019";"";"266360,0000"
