"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012020";"120627";"GRUPAMENTO DE APOIO DE ALCANTARA";"2";"Tomada de Preços";"67712007748201904";"Objeto: Contratação de empresa especializada para construção de subestações (elevadora/abaixadora) e lançamento de alimentador elétrico (novo) do prédio depósito de propulsores do Centro de Lançamento de Alcântara";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"MA";"ALCANTARA";"29/09/2020";"";"585366,6500"
"000012020";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"2";"Tomada de Preços";"67267003344202072";"Objeto: Contratação de empresa de engenharia especializada para a execução de serviço de reforma das prumadas hidráulicas da Vila Militar administrada pela Prefeitura de Aeronáutica de São Paulo (PASP)";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"SP";"SAO PAULO";"14/09/2020";"";"1115436,3900"
"000012020";"130010";"COMISSAO EXEC. DO PLANO DA LAV.CACAUEIRA/DF";"5";"Pregão";"21000030199202022";"Objeto: Pregão Eletrônico - Contratação de serviços prestados por empresa especializada em administração e gerenciamento informatizado de abastecimento de veículos oficiais a serviço da Secretaria de Inovação, Desenvolvimento Rural e Irrigação - SDI/CEPLAC, em postos conveniados nos estados do Amazonas, Bahia, Espírito Santos, Mato grosso, Pará e Rondônia, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Evento de Resultado de Julgame";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"DF";"BRASILIA";"30/09/2020";"24/09/2020";"1138538,5100"
"000012020";"130021";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/PI";"6";"Dispensa de Licitação";"21038000850202011";"Objeto: Aquisição de Gêneros alimentícios (café em pó, acucar, copos descartaveis mineral) justifica-se em suprir o estoque do almoxarifado, para atender os serviços de copa e as demandas nas realizações dos trabalhos executado no exercício de 2020/21 na SFA/PI e pela necessidade de dar continuidade ao abastecimento desse gênero alimentício, assim também como destina-se ao consumo diário por servidores, colaboradores, visitantes e autoridades, bem como em eventos ocorridos na sede da SFA";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"PI";"TERESINA";"09/09/2020";"03/09/2020";"12379,3600"
"000012020";"130088";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/AC";"7";"Inexigibilidade de Licitação";"21004000596202030";"Objeto: Contratar empresa especializada na prestação de serviços de carta simples, registrada e encomendas simples, para atender as necessidades da SFA-AC.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"AC";"RIO BRANCO";"02/09/2020";"";"17600,0000"
"000012020";"133088";"SUPERINT. REGIONAL DO DF E ENTORNO - SR(DF)";"6";"Dispensa de Licitação";"54000.052667/2020";"Objeto: Contratação de empresa especializada na prestação de serviços de sanitização (higienização e desinfecção).";"Encerrado";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22201";"Instituto Nacional de Colonização e Reforma";"DF";"BRASILIA";"17/09/2020";"";"4500,0000"
"000012020";"135182";"CONAB SEDE SUREG MINAS GERAIS";"5";"Pregão";"21208000238/2019";"Objeto: Pregão Eletrônico - Contratação dos serviços de vigilância armada para a Sede da Sureg MG e unidades armazenadoras de Montes Claros, Perdões, Uberaba, Uberlândia e Varginha/MG.";"Evento de Resultado de Julgame";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"MG";"BELO HORIZONTE";"15/09/2020";"18/05/2020";"845342,1600"
"000012020";"135629";"CONAB SEDE SUREG SERGIPE";"6";"Dispensa de Licitação";"21227000044201973";"Objeto: Aquisição de Material de Expediente e de Consumo, conforme especificações, condições, quantidades e exigências estabelecidas no Termo de Referência que integra a presente cotação eletrônica.   O termo de referência completo, deverá ser solicitado por e-mail a: se.gefad@conab.gov.br ou se.seade@conab.gov.br.";"Encerrado";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"SE";"ARACAJU";"14/09/2020";"02/07/2020";"1110,0000"
"000012020";"152140";"IFB - CAMPUS TAGUATINGA NORTE";"9999";"Pregão - Registro de Preço";"23162000681202019";"Objeto: Pregão Eletrônico - Aquisição de insumos (itens de higiene, proteção e prevenção) destinados ao enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Sars-Cov-2), causador da COVID-19.";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26428";"Instituto Federal de Educação, Ciência e T";"DF";"BRASILIA";"18/09/2020";"31/07/2020";"47063,5000"
"000012020";"152144";"IFB - CAMPUS SAO SEBASTIAO";"7";"Inexigibilidade de Licitação";"23512000720202052";"Objeto: Capacitação de servidor no 64¿ CURSO SOBRE RETENÇÃO NA FONTE DE TRIBUTOS E CONTRIBUIÇÕES SOCIAIS NA CONTRATAÇÃO DE BENS E SERVIÇOS (IRRF/PIS/COFINS/CSLL/INSS/ISS).";"Publicado";"26000";"Ministério da Educação";"26428";"Instituto Federal de Educação, Ciência e T";"DF";"BRASILIA";"17/09/2020";"";"2000,0000"
"000012020";"153028";"UNIVERSIDADE FEDERAL DE ALFENAS";"9999";"Pregão - Registro de Preço";"23087001449202030";"Objeto: Pregão Eletrônico - Aquisição de materiais de consumo químico, farmacológico e matéria-prima.";"Publicado";"26000";"Ministério da Educação";"26260";"Universidade Federal de Alfenas";"MG";"ALFENAS";"18/09/2020";"22/06/2020";"12486,6400"
"000012020";"153049";"CENTRO UNIVERSITARIO NORTE DO ESPIRITO SANTO.";"7";"Inexigibilidade de Licitação";"23068029354202017";"Objeto: Aquisição de Bioimpedânciômetro para o Laboratório de Pesquisa em Saúde Coletiva para uso nas atividades de ensino, pesquisa e extensão, visando atender as avaliações de saúde a serem realizados pela pesquisa Estudo dos fatores de riscos associados às doenças cardiovasculares e metabólicas em escolares do ensino fundamental , com a análise de exames requeridos no estudo.";"Publicado";"26000";"Ministério da Educação";"26234";"Universidade Federal do Espírito Santo";"ES";"SAO MATEUS";"24/09/2020";"";"108800,0000"
"000012020";"153068";"CENTRO DE CIENC.EXATAS E DA NATUREZA DA UFPB";"7";"Inexigibilidade de Licitação";"23074066753202096";"Objeto: Inscrição na modalidade de Sócio-Individual, da Professora Denise Dias da Cruz, matrícula 1673697, vinculada ao PRODEMA - Programa em Desenvolvimento e Meio Ambiente, Editora-Chefe da Revista Gaia Scientia, junto a ABEC - Associação Brasileira de Editores Científicos, com direito a indicação de um periódico científico para compor a base da ABEC";"Publicado";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"PB";"JOAO PESSOA";"15/09/2020";"";"200,0000"
"000012020";"153177";"UTFPR - CAMPUS PATO BRANCO";"7";"Inexigibilidade de Licitação";"23064028738202044";"Objeto: Contratação de serviço de manutenção corretiva em equipamento Analisador Térmico do Laboratório Multi usuários do Departamento de Química do Câmpus Pato Branco da UTFPR.";"Publicado";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"PR";"PATO BRANCO";"09/09/2020";"";"19682,0000"
"000012020";"153279";"ESCOLA DE ENFERMAGEM/UFMG";"7";"Inexigibilidade de Licitação";"23072230928202091";"Objeto: Pagamento da taxa de publicação do artigo FATORES ASSOCIADOS AO USO DE ÁLCOOL POR ADOLESCENTES na revista Texto & Contexto Enfermagem.";"Encerrado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"BELO HORIZONTE";"29/09/2020";"";"1100,0000"
"000012020";"153282";"ESCOLA DE VETERINARIA/UFMG";"5";"Pregão";"23072046460201954";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a contratação de empresa para realização de serviço de Topografia e ou Engenharia de Agrimensura, para execução de Levantamento Topográfico Cadastral Planialtimétrico Georreferenciado e Implantação dos marcos Limítrofes do Imóvel Rural Denominado Fazenda Modelo - UFMG, e LANAGRO, pertencentes à União Federal.";"Evento de Alteração Publicad";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"BELO HORIZONTE";"15/09/2020";"26/06/2020";"85000,0000"
"000012020";"153283";"FACULDADE DE CIENCIAS ECONOMICAS/UFMG";"6";"Dispensa de Licitação";"23072216972202028";"Objeto: Aquisição de material elétrico para atender à demanda de reestruturação administrativa e ações do Ensino Remoto Emergencial.";"Encerrado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"BELO HORIZONTE";"25/09/2020";"";"601,2000"
"000012020";"153296";"INSTITUTO DE CIENCIAS AGRARIAS/UFMG";"5";"Pregão";"23072206520202038";"Objeto: Pregão Eletrônico - Contratação de empresa visando a prestação de serviços de instalação de forro modular mineral acústico e forro de gesso acartonado na edificação do Centro de atividades Administrativas e Didáticas (CAAD).";"Publicado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"MONTES CLAROS";"28/09/2020";"21/09/2020";"186316,0000"
"000012020";"153490";"FACULDADE DE LETRAS - UFRJ";"6";"Dispensa de Licitação";"006461/20-30";"Objeto: Serviços de produção editorial da Revista Alea.";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RJ";"RIO DE JANEIRO";"16/09/2020";"";"15990,0000"
"000012020";"154706";"IF CATARINENSE - CAMPUS BRUSQUE";"7";"Inexigibilidade de Licitação";"23514000840202030";"Objeto: Contratação de Curso para Elaboração e Análise das Planilhas de Custos e Formação de Preços para os servidores da área de Gestão de Contratos e Fiscalização do Instituto Federal Campus Brusque.";"Encerrado";"26000";"Ministério da Educação";"26422";"Instituto Federal de Educação, Ciência e T";"SC";"BRUSQUE";"01/09/2020";"";"2600,0000"
"000012020";"154809";"IFSULDEMINAS - CAMPUS POCOS DE CALDAS";"9999";"Pregão - Registro de Preço";"23500000276202012";"Objeto: Pregão Eletrônico - Aquisição futura de produtos, materiais e equipamentos para os laboratórios de química e biologia e para enfermaria do Campus Poços de Caldas.";"Publicado";"26000";"Ministério da Educação";"26412";"Instituto Federal de Educação, Ciência e T";"MG";"POCOS DE CALDAS";"29/09/2020";"12/08/2020";"518,0000"
"000012020";"155014";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"7";"Inexigibilidade de Licitação";"23527.006758/2020";"Objeto: Contratação de seis inscrições no Curso: Contratação de Bens e Serviços de Tecnologia da Informação e Comunicação  TIC, para os colaboradores do Huab-Ufrn/Ebserh.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"RN";"SANTA CRUZ";"23/09/2020";"";"5940,0000"
"000012020";"155015";"MATERNIDADE ESCOLA JANUARIO CICCO";"7";"Inexigibilidade de Licitação";"23528007525202084";"Objeto: Contratação de curso de treinamento e aperfeiçoamento de pessoal, que visa a capacitação em técnicas de laboratório e Micromanipulação de Gametas e Embriões para 02 (dois) Biólogos do Centro de Reprodução Assistida da Maternidade Escola Januário Cicco-MEJC, a ser ministrado por empresa de notória especialização nesse segmento, conforme condições e exigências estabelecidas em Termo de Referência.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"RN";"NATAL";"28/09/2020";"";"110436,0000"
"000012020";"155021";"HOSPITAL DAS CLINICAS DA UFMG";"9999";"Pregão - Registro de Preço";"23537033090/19-81";"Objeto: Pregão Eletrônico - Aquisição de insumos e acessórios de uso geral (Chupeta, Bico para mamadeira, Escova para limpeza de produtos para saúde, Agulha para costura, Flocos de espuma de colchão, Tesoura de multiuso, etc), utilizados pelos profissionais e pacientes no Hospital das Clínicas da Universidade Federal de Minas Gerais HC-UFMG/Ebserh, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"MG";"BELO HORIZONTE";"04/09/2020";"13/05/2020";"0,00"
"000012020";"155126";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"9999";"Pregão - Registro de Preço";"23540020459201936";"Objeto: Pregão Eletrônico - Aquisição de SANEANTES, ANTISSÉPTICOS E MATERIAIS PARA CME (ESTERILIZAÇÃO)";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"AL";"MACEIO";"21/09/2020";"03/06/2020";"2997,5000"
"000012020";"155152";"IF GOIANO - CAMPUS TRINDADE";"7";"Inexigibilidade de Licitação";"23726000996202025";"Objeto: Capacitação de servidoras em curso de curta duração para uso do programa PERGAMUM.";"Encerrado";"26000";"Ministério da Educação";"26407";"Instituto Federal de Educação, Ciência e T";"GO";"TRINDADE";"02/09/2020";"";"1000,0000"
"000012020";"155171";"IFPE - CAMPUS PALMARES";"7";"Inexigibilidade de Licitação";"23705008104202082";"Objeto: Contratação de Serviço de assinatura online de ferramenta de Banco de Preços.";"Encerrado";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"PE";"PALMARES";"04/09/2020";"";"6659,0000"
"000012020";"155635";"COLEGIO PEDRO II - CAMPUS ENGENHO NOVO I";"6";"Dispensa de Licitação";"23782000088202067";"Objeto: Material para manutenção de bens imóveis, pequenos reparos, materiais de construção em geral, ferramentas e afins.";"Encerrado";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"RJ";"RIO DE JANEIRO";"14/09/2020";"07/09/2020";"23635,1300"
"000012020";"155678";"INST.FED.MINAS GERAIS/CAMPUS BETIM";"2";"Tomada de Preços";"23208001487202079";"Objeto: Contratação de empresa especializada para execução da obra de reforma da cobertura dos laboratórios do Campus Betim do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais - IFMG.";"Publicado";"26000";"Ministério da Educação";"26409";"Instituto Federal de Educação, Ciência e T";"MG";"BETIM";"23/09/2020";"";"87389,5000"
"000012020";"155900";"HOSPITAL UNIVERSITARIO DA UFSCAR";"7";"Inexigibilidade de Licitação";"23763000894202063";"Objeto: Contratação de empresa para a prestação de serviço de manutenção corretiva de endoscópio Pentax, modelo EG290-KP, SN: H110952.";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"SP";"SAO CARLOS";"02/09/2020";"";"1080,0000"
"000012020";"158139";"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE";"6";"Dispensa de Licitação";"23317002986202046";"Objeto: Aquisição de Luvas e outros descartáveis";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e T";"RJ";"CAMPOS DOS GOYTACAZES";"15/09/2020";"";"2514,0000"
"000012020";"158277";"INST.FED.BAIANO/CAMPUS SANTA INES";"7";"Inexigibilidade de Licitação";"23332251579202072";"Objeto: Contratação de assinatura anual de acesso à ferramenta de pesquisas de preços praticados pela Administração Pública, com sistema de pesquisas baseado em resultados de Licitações Adjudicadas e Homologadas";"Publicado";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"BA";"SANTA INES";"18/09/2020";"";"8975,0000"
"000012020";"158299";"IF GOIANO - CAMPUS RIO VERDE";"2";"Tomada de Preços";"23218001316202021";"Objeto: Serviço de Engenharia para Instalação de duas (02) unidades de grupo gerador no Campus Rio Verde do IF Goiano.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26407";"Instituto Federal de Educação, Ciência e T";"GO";"RIO VERDE";"21/09/2020";"";"737228,0100"
"000012020";"158311";"INST.FED.TRIANGULO MINEIRO/CAMPUS ITUIUTABA";"9999";"Pregão - Registro de Preço";"23202000458202040";"Objeto: Pregão Eletrônico - Aquisição de MATERIAIS BIOLÓGICOS para o IFTM conforme condições, quantidades e exigências estabelecidas no Termo de Referência.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26413";"Instituto Federal de Educação, Ciência e T";"MG";"ITUIUTABA";"04/09/2020";"25/08/2020";"0,00"
"000012020";"158315";"CAMPUS QUIXADA/IFCE";"7";"Inexigibilidade de Licitação";"23258001168202078";"Objeto: Capacitação da servidora Clauthenys Lara Prata Machado no curso 'CONTRATAÇÕES DE TERCEIRIZAÇÃO EM FOCO  QUESTÕES POLÊMICAS, ATUAIS E APLICADAS DOS SERVIÇOS COM MÃO DE OBRA EXCLUSIVA', por meio de plataforma de aulas online (curso à distância).";"Encerrado";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"CE";"QUIXADA";"21/09/2020";"";"1490,0000"
"000012020";"158318";"CAMPUS CEDRO/IFCE";"7";"Inexigibilidade de Licitação";"23262001618202063";"Objeto: Capacitação da servidora Kalidja Mikaelle da Silva no curso de Imersão em retenções e encargos tributários na contratação de pessoas físicas e jurídicas, realizado pela OPEN TREINAMENTOS EMPRESARIAIS E EDITORA LTDA, e previsto para ser realizado no período de 27 a 30 de outubro de 2020, remotamente pela Plataforma do Microsoft Teams - AO VIVO.";"Encerrado";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"CE";"CEDRO";"29/09/2020";"";"1847,0000"
"000012020";"158334";"INST.FED.MATO GROSSO/CAMPUS CACERES";"5";"Pregão";"23191000123201964";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação, sob a forma de execução indireta, de empresa especializada na prestação de serviços contínuos de limpeza, asseio, conservação e higienização nas instalações do IFMT - Campus Cáceres, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"26000";"Ministério da Educação";"26414";"Instituto Federal de Educação, Ciência e T";"MT";"CACERES";"21/09/2020";"01/09/2020";"551651,2800"
"000012020";"158351";"INST.FED.RORAIMA - CAMPUS NOVO PARAISO";"7";"Inexigibilidade de Licitação";"23230000137202016";"Objeto: Pagamento de inscrição para servidores lotados DEN/Biblioteca participarem do Curso Online: Biblioteca Universitária: qualidade e avaliações do MEC";"Encerrado";"26000";"Ministério da Educação";"26437";"Instituto Federal de Educação, Ciência e T";"RR";"CARACARAI";"18/09/2020";"";"978,0000"
"000012020";"158371";"INST.FED.DO RN/CAMPUS APODI";"5";"Pregão";"23136000730202022";"Objeto: Pregão Eletrônico - Contratação de serviço de terceirização de mão-de-obra (trabalhador rural e tratorista).";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"RN";"APODI";"24/09/2020";"14/08/2020";"283737,0300"
"000012020";"158384";"INST.FED. FLUMINENSE/CAMPUS MACAE";"9999";"Pregão - Registro de Preço";"23320002172202052";"Objeto: Pregão Eletrônico - Aquisição parcelada e futura de utensílios para cozinha - bandeja plástica, bandeja retangular, caixa frigorífico e outros, para atender as dependências da merenda escolar dos alunos do INSTITUTO FEDERAL FLUMINENSE (IFF) campus Macaé.";"Publicado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e T";"RJ";"MACAE";"01/09/2020";"25/08/2020";"245,0000"
"000012020";"158387";"INST.FED. FLUMINENSE/CAMPUS B.JESUS DO ITABAP";"5";"Pregão";"23323.001387.2019";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de tubo curto do leite e outros materiais para ordenhadeira mecânica que integra a estrutura do Laboratório de Bovinocultura do campus Bom Jesus do Itabapoana do IF Fluminense, conforme condições, quantidades e exigências estabelecidas neste instrumento.";"Publicado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e T";"RJ";"BOM JESUS DO ITABAPOANA";"04/09/2020";"21/07/2020";"4553,0500"
"000012020";"158401";"CENTRO DESENV SUSTENTAVEL DO SEMIARIDO-UFCG";"9999";"Pregão - Registro de Preço";"23096002699202088";"Objeto: Pregão Eletrônico - Aquisição de material de consumo (pintura e madeira)";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"PB";"SUME";"15/09/2020";"01/06/2020";"0,00"
"000012020";"158410";"INST. FED. DA BAHIA/CAMPUS EUNAPOLIS";"6";"Dispensa de Licitação";"23291002396201915";"Objeto: Contratação anual de Licença de Uso de Software como serviço destinado à diretoria de ensino como ferramenta de elaboração e gestão dos horários de aulas das turmas do Instituto Federal da Bahia, Campus Eunápolis.";"Encerrado";"26000";"Ministério da Educação";"26427";"Instituto Federal de Educação, Ciência e T";"BA";"EUNAPOLIS";"03/09/2020";"";"1620,0000"
"000012020";"158415";"INST FED SUDESTE DE MG/CAMPUS MURIAE";"9999";"Pregão - Registro de Preço";"23232000411202029";"Objeto: Pregão Eletrônico - Aquisição de MATERIAIS DE LABORATÓRIO.";"Publicado";"26000";"Ministério da Educação";"26411";"Instituto Federal de Educação, Ciência e T";"MG";"MURIAE";"16/09/2020";"23/07/2020";"5692,7300"
"000012020";"158427";"INST.FED. ESPIRITO SANTO/CAMPUS VILA VELHA";"5";"Pregão";"23187000588202078";"Objeto: Pregão Eletrônico - Contratação de serviços de cabeamento estruturados, alarme e CFTV";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e T";"ES";"VILA VELHA";"30/09/2020";"10/08/2020";"399900,0000"
"000012020";"158431";"INST.FED.DE GOIAS/CAMPUS JATAI";"7";"Inexigibilidade de Licitação";"23744000524202054";"Objeto: Pagamento do Licenciamento Anual e Seguro Obrigatório (DPVAT) junto ao DETRAN-GO, referente ao ano de 2020, dos veículos da frota oficial do IFG Câmpus Jataí";"Encerrado";"26000";"Ministério da Educação";"26429";"Instituto Federal de Educação, Ciência e T";"GO";"JATAI";"01/09/2020";"";"1617,6400"
"000012020";"158439";"INST.FED.DO NORTE DE MG/CAMPUS ALMENARA";"5";"Pregão";"23390000550202030";"Objeto: Pregão Eletrônico - Aquisição de material de consumo para projetos de extensão aprovados no edital 03/2020 PROEX/IFNMG.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26410";"Instituto Federal de Educação, Ciência e T";"MG";"ALMENARA";"08/09/2020";"12/08/2020";"9488,0000"
"000012020";"158444";"IFAM - CAMPUS MANAUS ZONA LESTE";"9999";"Pregão - Registro de Preço";"23073001957201933";"Objeto: Pregão Eletrônico - Eventual aquisição de materiais para realização de atividades educacionais, pesquisas acadêmicas e extensão, bem como a necessidade de manutenção das Unidades Educativas de Produção, localizada no IFAM - Campus Manaus Zona Leste.";"Publicado";"26000";"Ministério da Educação";"26403";"Instituto Federal de Educação, Ciência e T";"AM";"MANAUS";"22/09/2020";"08/07/2020";"1118,0000"
