"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012021";"120013";"CENTRO DE LANCAMENTO DE ALCANTARA";"7";"Inexigibilidade de Licitação";"67710024106202104";"Objeto: Contratação de empresa especializada na execução de Serviços de Distribuição de Publicidade Legal impressa e/ou eletrônica em veículos de comunicação, para atender as necessidades do Centro de Lançamento de Alcântara.";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"MA";"ALCANTARA";"05/08/2021";"";"42000,0000"
"000012021";"120013";"CENTRO DE LANCAMENTO DE ALCANTARA";"9999";"Pregão - Registro de Preço";"67712015284202035";"Objeto: Pregão Eletrônico - Registro de preços visando futura aquisição de Gêneros alimentícios na classificação de PROTEÍNAS EM GERAL, para o Centro de Lançamento de Alcântara, conforme condições e exigências estabelecido no Edital e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"MA";"ALCANTARA";"02/08/2021";"03/03/2021";"28125,0000"
"000012021";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"3";"Concorrência";"67246021011201930";"Objeto: Contratação de empresa para realização de obra de engenharia para retrofit do Instituto de Cartografia da Aeronáutica -ICA, no Rio de Janeiro.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RJ";"RIO DE JANEIRO";"20/08/2021";"";"3912051,4200"
"000012021";"120638";"BASE AEREA DE CAMPO GRANDE";"20";"Concurso";"67268012735201934";"Objeto: Contratação de empresa ESCO (Energy Service Company) ou Empresa de Engenharia habilitada para prestar serviços especializados na elaboração de diagnóstico energético, implementação de projeto com fontes incentivadas e execução de todas atividades necessárias a viabilizar a participação da Base Aérea de Campo Grande (BACG) e Unidades Apoiadas nos Programas de Eficiência Energética (PEE) a serem lançados por meio de Chamadas Públicas de Projetos (CPP).";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"MS";"CAMPO GRANDE";"24/08/2021";"";"0,0100"
"000012021";"130017";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PA";"9999";"Pregão - Registro de Preço";"21003000396202097";"Objeto: Pregão Eletrônico - Aquisição de material laboratorial (vidrarias, materiais de embalagem, aparatos de suporte para análises) para atendimento prioritariamente as Unidades Laboratoriais que integram a Divisão Técnica Laboratorial do Laboratório Federal de Defesa Agropecuária no Pará (DLAB/LFDA-PA)";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"PA";"BELEM";"23/08/2021";"27/04/2021";"848,0400"
"000012021";"130021";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/PI";"7";"Inexigibilidade de Licitação";"21038000673202145";"Objeto: Pagamento de Taxa de Inscrição para participação de servidor no 4º Encontro de Pregoeiros e Equipes de Licitações de Rondônia";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"PI";"TERESINA";"19/08/2021";"";"1200,0000"
"000012021";"135008";"EMBRAPA/CPAF-AP";"5";"Pregão";"21157.000571/2021";"Objeto: Pregão Eletrônico - Contratação de Empresa Especializada para Prestação de Serviços de Limpeza e Conservação de ambientes, com fornecimento de mão-de-obra, equipamentos e material necessários para sua perfeita execução nas dependências da Sede da Embrapa Amapá e Campos Experimentais.";"Evento de Resultado de Julgame";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"AP";"MACAPA";"20/08/2021";"26/07/2021";"297317,8800"
"000012021";"135022";"EMBRAPA/CPAMT";"7";"Inexigibilidade de Licitação";"21155.001438/2021";"Objeto: Manutenção de equipamento PerkinElmer";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"MT";"SINOP";"31/08/2021";"";"10588,4500"
"000012021";"135024";"EMBRAPA/CPPSE";"9999";"Pregão - Registro de Preço";"21192000215202123";"Objeto: Pregão Eletrônico - Contratação de empresa(s) especializada(s) para fornecimento futuro e eventual de nitrogênio líquido, para utilização na Embrapa Pecuária Sudeste, de acordo com as especificações técnicas, condições, quantidades e padrões de desempenho e qualidade estabelecidas no Termo de Referência (Anexo I).";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"SP";"SAO CARLOS";"24/08/2021";"20/08/2021";"34680,0000"
"000012021";"135035";"EMBRAPA/CPPSUL";"9999";"Pregão - Registro de Preço";"21193000214202179";"Objeto: Pregão Eletrônico - Aquisição de Combustíveis";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"RS";"BAGE";"31/08/2021";"24/06/2021";"197280,0000"
"000012021";"135038";"EMBRAPA/CENARGEN";"9999";"Pregão - Registro de Preço";"21195001682202141";"Objeto: Pregão Eletrônico - Aquisição de materiais agropecuários para atendimento das demandas da Embrapa Recursos Genéticos e Biotecnologia";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"DF";"BRASILIA";"18/08/2021";"16/08/2021";"6106,8000"
"000012021";"135048";"EMBRAPA/CNPAT";"7";"Inexigibilidade de Licitação";"21153002115202106";"Objeto: Aquisicao de materiais de laboratorio, marca Phenomenex, para uso em analises no Laboratorio de Analise de Alimentos - LAA da Embrapa Agroindustria Tropical";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"CE";"FORTALEZA";"26/08/2021";"";"6556,1900"
"000012021";"135097";"EMBRAPA/CAFE";"5";"Pregão";"21163.000153/2021";"Objeto: Pregão Eletrônico - Aquisição de Materiais Químicos e insumos para a Embrapa Café";"Evento de Resultado de Julgame";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"DF";"BRASILIA";"30/08/2021";"25/08/2021";"11339,5000"
"000012021";"135605";"CONAB SEDE SUREG ACRE";"5";"Pregão";"21224.000016/2021";"Objeto: Pregão Eletrônico - Contratação de empresa para prestação de serviços de braçagem na movimentação de carga e descarga dos produtos agropecuários e de prestação de outros serviços que lhe sejam correlatas e complementares, no interior ou exterior da Unidade Armazenadora de Rio Branco/AC, sob a jurisdição da Superintendência Regional da Conab no Estado do Acre - SUREG/AC, conforme especificações, condições, quantidades e exigências estabelecidas no respectivo instrumento convocatório";"Evento de Resultado de Julgame";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"AC";"RIO BRANCO";"19/08/2021";"30/07/2021";"215002,8400"
"000012021";"152757";"INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ";"9999";"Pregão - Registro de Preço";"23426000007202169";"Objeto: Pregão Eletrônico - Aquisição de material, ferramentas e equipamentos para manutenção de bens móveis e imóveis, atendendo o órgão gerenciador e demais órgãos participantes.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"RN";"NOVA CRUZ";"26/08/2021";"23/07/2021";"11368,0000"
"000012021";"152802";"INST.FED.DE ALAGOAS/CAMPUS PIRANHAS";"7";"Inexigibilidade de Licitação";"23041.026310/2021";"Objeto: Contratação de ferramenta de Pesquisa e comparação de preços praticados pela Administração Pública.";"Encerrado";"26000";"Ministério da Educação";"26402";"Instituto Federal de Educação, Ciência e T";"AL";"PIRANHAS";"19/08/2021";"";"9875,0000"
"000012021";"153010";"CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA";"9999";"Pregão - Registro de Preço";"23063000839202141";"Objeto: Pregão Eletrônico - Registro de preços para a eventual aquisição, em razão da pandemia causada pelo Coronavírus (COVID-19), de termômetro infravermelho, visando atender às necessidades dos campi Maracanã, Maria da Graça, Nova Iguaçu, Petrópolis, Nova Friburgo, Itaguaí, Valença e Angra dos Reis do CEFET/RJ.";"Publicado";"26000";"Ministério da Educação";"26256";"Centro Federal de Educação Tecnológica Cel";"RJ";"RIO DE JANEIRO";"30/08/2021";"24/08/2021";"0,00"
"000012021";"153035";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"2";"Tomada de Preços";"23085006669202151";"Objeto: Contratação de empresa especializada em construção civil para execução de obras de edificação do Centro de Produção e Pesquisa em Fitoterápicos a ser implantado na Unidade Univerdecidade da Universidade Federal do Triângulo Mineiro  UFTM";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26254";"Universidade Federal do Triângulo Mineiro";"MG";"UBERABA";"23/08/2021";"";"937922,0100"
"000012021";"153066";"SUPERINTENDENCIA DE ORCAMENTO E FINANCAS/UFPB";"7";"Inexigibilidade de Licitação";"23074042250202137";"Objeto: Cessão de Uso Oneroso para instalação de Agência Postal nas dependências do Campus I - Sede, da UFPB, para fins de atendimento aos servidores, discentes e comunidade universitária em geral, bem como recepção de eventuais demandas administrativas do órgão cessionário, quando da eventual contratação dos serviços tipicamente prestados pelos correios. Valor anual a ser pago ao CEDENTE (UFPB): R$ 24.312,12 (vinte e quatro mil, trezentos e doze reais e doze centavos).";"Publicado";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"PB";"JOAO PESSOA";"30/08/2021";"";"0,0100"
"000012021";"153120";"DECANATO DO CENTRO DE CIEN MATEM E DA NATUREZ";"6";"Dispensa de Licitação";"23079222814202128";"Objeto: Aquisição de material de consumo (gases de refrigeração) para serem usados nas unidades que integram o CCMN.";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RJ";"RIO DE JANEIRO";"21/08/2021";"04/08/2021";"5626,9500"
"000012021";"153138";"FACULDADE DE MEDICINA DA UFRJ";"6";"Dispensa de Licitação";"23079217390202180";"Objeto: Aquisição de materiais para a Central de esterilização da Faculdade de Odontologia da UFRJ (UASG incorporada pela Faculdade de Medicina).";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RJ";"RIO DE JANEIRO";"04/08/2021";"";"7811,5000"
"000012021";"153160";"COPPE - COORD PROG DE POS-GRAD EM ENGEN UFRJ";"6";"Dispensa de Licitação";"23079222687202167";"Objeto: Atender a sp nº 008/2021, compra de cooler (gabinete 120mm) para Assessoria de Comunicação localizado no CT2 COPPE/UFRJ.";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RJ";"RIO DE JANEIRO";"30/08/2021";"";"144,0000"
"000012021";"153161";"FORUM DE CIENCIA E CULTURA DA UFRJ";"5";"Pregão";"23079004799202057";"Objeto: Pregão Eletrônico - Contratação de empresa(s) especializada(s) na implantação e operação de sistema informatizado e integrado de gestão de frota para fornecimento de combustíveis e manutenção preventiva e corretiva, incluindo fornecimento de peças,acessórios,equipamentos,lavagem e transporte por guincho de veículos para a Divisão de Frota Oficial da Prefeitura Universitária da Universidade Federal do Rio de Janeiro, conforme condições,quantidades e exigências estabelecidas no Edital e seus anexos.";"Evento de Alteração Publicad";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RJ";"RIO DE JANEIRO";"10/08/2021";"09/08/2021";"2906925,3800"
"000012021";"153278";"ESCOLA EDUCACAO FISICA FISIOT.TERAP.OCUP/UFMG";"7";"Inexigibilidade de Licitação";"23072.238669/2021";"Objeto: Pagamento de renovações anuais de cadastro e taxas referentes à inscrição no Campeonato Brasileiro de Ginástica Aeróbica junto à Confederação Brasileira de Ginástica.";"Encerrado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"BELO HORIZONTE";"26/08/2021";"";"2935,0000"
"000012021";"153286";"FACULDADE DE FARMACIA/UFMG";"9999";"Pregão - Registro de Preço";"23072219689202139";"Objeto: Pregão Eletrônico - Pregão Exclusivo Micro e Pequenas empresas - Aquisição de Produtos químicos e reagentes de laboratórios para a Faculdade de Farmácia da UFMG";"Publicado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"BELO HORIZONTE";"31/08/2021";"10/08/2021";"390,0000"
"000012021";"153295";"COLEGIO TECNICO/UFMG";"7";"Inexigibilidade de Licitação";"23072240436202124";"Objeto: Investimento especial para contratação sollicita Rubi";"Encerrado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"MG";"BELO HORIZONTE";"10/08/2021";"";"5990,0000"
"000012021";"154039";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"6";"Dispensa de Licitação";"23105026673202150";"Objeto: Contratação de empresa especializada para cumprimento da ação de desenvolvimento com o título: Teletrabalho no Setor Público.";"Publicado";"26000";"Ministério da Educação";"26270";"Fundação Universidade do Amazonas";"AM";"MANAUS";"09/08/2021";"";"1290,0000"
"000012021";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"6";"Dispensa de Licitação";"23106000001202112";"Objeto: Contratação de fundação de apoio para apoiar a execução e o desenvolvimento do projeto de pesquisa intitulado Monitoramento, Análise Estrutural e Verificação de Segurança e Desempenho do Edifício do INCRA, utilizando dados de sensores diversos e Inteligência Artificial com uso de Deep Learning .";"Publicado";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"DF";"BRASILIA";"03/08/2021";"";"739675,5700"
"000012021";"154050";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"7";"Inexigibilidade de Licitação";"23113.029372/2021";"Objeto: Pagamento de taxa de 03 inscrições para a participação de funcionários da Universidade Federal de Sergipe no curso de Capacitação referente ao uso de agilidade para o processo de desenvolvimento de software da COSIT/STI (Evento Agile Trends GOV), no período de 30 e 31 de agosto e 01 de setembro de 2021.";"Encerrado";"26000";"Ministério da Educação";"26281";"Fundação Universidade Federal de Sergipe";"SE";"SAO CRISTOVAO";"30/08/2021";"";"1488,0000"
"000012021";"154069";"FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI";"20";"Concurso";"23122007180202111";"Objeto: Concurso para seleção de propostas artístico-culturais que farão parte do 32º Inverno Cultural UFSJ, festival de artes integradas realizado pela Universidade Federal de São João del Rei (UFSJ), a ocorrer no período de 21 a 29 de agosto de 2021, em São João del-Rei/MG e na página https://invernocultural.ufsj.edu.br/: Arte-Educação; Artes Cênicas; Artes Visuais; Literatura e Música.";"Publicado";"26000";"Ministério da Educação";"26285";"Fundação Universidade Federal de São João";"MG";"SAO JOAO DEL REI";"17/08/2021";"";"128400,0000"
"000012021";"154503";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"6";"Dispensa de Licitação";"23006002321202046";"Objeto: Contratação de empresa especializada para a prestação de serviços de mailing jornalístico e de distribuição de releases, para atender as necessidades da fundação Universidade Federal do ABC  UFABC.";"Encerrado";"26000";"Ministério da Educação";"26352";"Fundação Universidade Federal do ABC";"SP";"SANTO ANDRE";"02/08/2021";"";"6240,0000"
"000012021";"154839";"CPST FED RN / CAMPUS CANGUARETAMA";"6";"Dispensa de Licitação";"23517000841202135";"Objeto: Limpeza e manutenção de coqueiral do IFRN Campus Canguaretama.";"Encerrado";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"RN";"CANGUARETAMA";"30/08/2021";"";"900,0000"
"000012021";"154839";"CPST FED RN / CAMPUS CANGUARETAMA";"7";"Inexigibilidade de Licitação";"23517000510202103";"Objeto: Pagamento de taxas, através de Guias de Recolhimento da União (GRU), fornecidas pelo Instituto Nacional de Metrologia, Qualidade e Tecnologia  INMETRO conforme Portaria nº 535, de 26 de dezembro de 2019 que dispõe sobre o Regulamento Técnico Metrológico (RTM), sendo descrito no item 10.2.2: O proprietário do cronotacógrafo deve gerar GRU no portal do cronotacógrafo e comprovar antecipadamente o recolhimento da taxa de serviço metrológico relacionado ao serviço a ser realizado.";"Encerrado";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"RN";"CANGUARETAMA";"11/08/2021";"";"622,0200"
"000012021";"155008";"HOSPITAL UNIVERSITARIO DO PIAUI";"7";"Inexigibilidade de Licitação";"23524019475202107";"Objeto: Contratação de curso in company em fiscalização de contratos de terceirização de serviços para colaboradores do HU-UFPI.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"PI";"TERESINA";"06/08/2021";"";"20750,0000"
"000012021";"155012";"HOSP UNIVERSITARIO CASSIANO ANTONIO DE MORAES";"7";"Inexigibilidade de Licitação";"23525017681202083";"Objeto: Contratação de empresa especializada na prestação de serviços de manutenção corretiva e preventiva para 01 angiógrafo digital, 01 mamógrafo digital e 01 raio-x telecomandado, da marca Siemens., pertencentes ao Hospital Universitário Cassiano Antônio Moraes (HUCAM).";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"ES";"VITORIA";"03/08/2021";"";"691893,6000"
"000012021";"155199";"INST. FED. PIAUI/CAMPUS VALENCA DO PIAUI";"6";"Dispensa de Licitação";"23187000250202191";"Objeto: Chamada publica 012021 aquisição de alimentos da agricultura familiar pnae.";"Publicado";"26000";"Ministério da Educação";"26431";"Instituto Federal de Educação, Ciência e T";"PI";"VALENCA DO PIAUI";"02/08/2021";"";"34767,5000"
"000012021";"155207";"INST. FED. PIAUI/CAMPUS CAMPO MAIOR";"6";"Dispensa de Licitação";"23188000218202151";"Objeto: Aquisição de Gêneros Alimentícios da Agricultura Familiar para atendimento ao Programa Nacional de Alimentação Escolar.";"Publicado";"26000";"Ministério da Educação";"26431";"Instituto Federal de Educação, Ciência e T";"PI";"CAMPO MAIOR";"31/08/2021";"";"20343,3600"
"000012021";"155389";"IFAM - CAMPUS ITACOATIARA";"6";"Dispensa de Licitação";"23443013062202119";"Objeto: Contratação de empresa de serviço logístico para transportar um ônibus, um caminhão e-tec(laboratório móvel)no trecho Tefé/Am-Manaus/Am e dois containers no trecho Manaus/Am-Itacoatiara/Am.";"Publicado";"26000";"Ministério da Educação";"26403";"Instituto Federal de Educação, Ciência e T";"AM";"ITACOATIARA";"27/08/2021";"";"17450,0000"
"000012021";"155630";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO I";"9999";"Pregão - Registro de Preço";"23777000005202190";"Objeto: Pregão Eletrônico - Adquirir materiais esportivos que supram as necessidades de logística do Complexo Esportivo e de espaços do CSCI para melhor atender aos estudantes e servidores.";"Publicado";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"RJ";"RIO DE JANEIRO";"13/08/2021";"26/07/2021";"1633,0200"
"000012021";"156059";"INSTITUTO FEDERAL DA BAHIA-BRUMADO";"6";"Dispensa de Licitação";"3846.000569202161";"Objeto: Manutenção Nível II dos extintores de incêndio instalados no campus Brumado (sendo uma obrigatoriedade às normas de segurança), compreendendo: limpeza dos componentes inspeção de peças e parte interna, ensaios nos componentes, recarga e pressurização, colocação do anel.";"Encerrado";"26000";"Ministério da Educação";"26427";"Instituto Federal de Educação, Ciência e T";"BA";"BRUMADO";"03/08/2021";"";"2206,7700"
"000012021";"156060";"INSTITUTO FEDERAL DA BAHIA- STO ANTONIO JESUS";"6";"Dispensa de Licitação";"23847000571202121";"Objeto: Aquisição de cadeados 20mm e caixas plásticas organizadoras.";"Encerrado";"26000";"Ministério da Educação";"26427";"Instituto Federal de Educação, Ciência e T";"BA";"SANTO ANTONIO DE JESUS";"20/08/2021";"13/08/2021";"1407,6300"
"000012021";"156687";"UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"5";"Pregão";"23082.012370/2021";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a Aquisição de fonte de alimentação ininterrupta, tipo Nobreak que irá assegurar a estabilidade e a segurança dos equipamentos que servirão para a reestruturação das Tecnologias de informação e Comunicação da Universidade Federal do Agreste de Pernambuco";"Publicado";"26000";"Ministério da Educação";"26456";"Universidade Federal do Agreste de Pernambuco";"PE";"GARANHUNS";"26/08/2021";"16/08/2021";"83772,5400"
"000012021";"158136";"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO";"9999";"Pregão - Registro de Preço";"23294000905202161";"Objeto: Pregão Eletrônico - Medidor de globo de stress térmico digital portátil composto do sistema de medição com termômetro de globo, termômetro de bulbo úmido e termômetro de bulbo seco";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"PE";"RECIFE";"06/08/2021";"20/07/2021";"79066,0000"
"000012021";"158139";"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE";"6";"Dispensa de Licitação";"23318004127202162";"Objeto: Aquisição de bateria selada para No Break (UPS) 12 Volts 5 AH:";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e T";"RJ";"CAMPOS DOS GOYTACAZES";"24/08/2021";"";"4992,0000"
"000012021";"158157";"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO";"9999";"Pregão - Registro de Preço";"23270000924202048";"Objeto: Pregão Eletrônico - Aquisição de equipamentos e materiais para audiovisual e instrumentos musicais.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26433";"Instituto Federal de Educação, Ciência e T";"RJ";"RIO DE JANEIRO";"19/08/2021";"22/07/2021";"3267,0000"
"000012021";"158197";"CENTRO DE FORMACAO DE PROFESSORES DA UFCG";"7";"Inexigibilidade de Licitação";"23096022495202144";"Objeto: Contratação direta, por INEXIGIBILIDADE DE LICITAÇÃO, da Empresa Brasileira de Correios e Telégrafos - ECT, para a prestação de serviços postais de natureza exclusiva, sob regime de monopólio, em observância ao art. 9º da Lei 6.538, de 22 de junho de 1978, para atendimento das necessidades do Centro de Formação de Professores - CFP/UFCG.";"Encerrado";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"PB";"CAJAZEIRAS";"16/08/2021";"";"2248,4000"
